student_id,course_code,branch,semester,course_credits,course_type,CA_mark,MID_mark,attendance_percentage,study_hours_per_week,assignment_completion_pct,previous_sgpa,previous_cgpa,backlog_count,TARGET_END_MARKS
2,CSE703,CSE,7,3,THEORY,46.29,38.97,49.75,19.54,61.97,9.14,9.25,0,98.57
2,CSE704,CSE,7,0,NON_CREDIT,45.4,,49.75,19.54,61.97,9.14,9.25,0,91.7
2,CSE705,CSE,7,0,NON_CREDIT,47.69,,49.75,19.54,61.97,9.14,9.25,0,92.05
2,CSE802,CSE,8,3,THEORY,50.0,47.53,63.97,9.39,69.54,9.75,9.3,0,100.0
2,CSE803,CSE,8,3,THEORY,41.66,44.02,63.97,9.39,69.54,9.75,9.3,0,100.0
2,CSE805,CSE,8,3,THEORY,35.45,42.48,63.97,9.39,69.54,9.75,9.3,0,87.07
3,ECE101,ECE,1,3,THEORY,47.96,45.82,77.33,23.03,97.12,,,0,93.07
3,ECE102,ECE,1,3,THEORY,43.13,46.79,77.33,23.03,97.12,,,0,91.43
3,ECE103,ECE,1,3,THEORY,35.54,30.49,77.33,23.03,97.12,,,0,60.43
3,ECE104,ECE,1,0,NON_CREDIT,35.59,,77.33,23.03,97.12,,,0,80.8
3,ECE105,ECE,1,3,THEORY,47.81,46.99,77.33,23.03,97.12,,,0,99.63
3,ECE202,ECE,2,3,THEORY,31.2,22.68,71.38,13.28,74.04,9.25,9.25,0,57.17
3,ECE203,ECE,2,3,THEORY,41.15,39.27,71.38,13.28,74.04,9.25,9.25,0,73.17
3,ECE204,ECE,2,3,THEORY,38.24,33.66,71.38,13.28,74.04,9.25,9.25,0,81.71
3,ECE205,ECE,2,3,THEORY,35.97,44.11,71.38,13.28,74.04,9.25,9.25,0,85.96
3,ECE301,ECE,3,0,NON_CREDIT,38.66,,68.32,12.12,65.61,7.93,8.54,0,79.84
3,ECE303,ECE,3,0,NON_CREDIT,43.96,,68.32,12.12,65.61,7.93,8.54,0,83.27
3,ECE305,ECE,3,3,THEORY,39.54,48.0,68.32,12.12,65.61,7.93,8.54,0,71.48
3,ECE401,ECE,4,0,NON_CREDIT,47.1,,70.03,13.77,81.14,8.0,8.4,0,73.89
3,ECE402,ECE,4,3,THEORY,40.26,43.07,70.03,13.77,81.14,8.0,8.4,0,72.78
3,ECE403,ECE,4,3,THEORY,40.99,38.95,70.03,13.77,81.14,8.0,8.4,0,82.61
3,ECE404,ECE,4,3,THEORY,35.38,33.21,70.03,13.77,81.14,8.0,8.4,0,59.19
3,ECE405,ECE,4,3,THEORY,40.26,35.54,70.03,13.77,81.14,8.0,8.4,0,66.92
3,ECE501,ECE,5,3,THEORY,38.28,29.38,69.96,17.17,69.42,8.0,8.3,0,72.13
3,ECE502,ECE,5,3,THEORY,35.49,42.82,69.96,17.17,69.42,8.0,8.3,0,75.08
3,ECE504,ECE,5,3,THEORY,35.01,42.51,69.96,17.17,69.42,8.0,8.3,0,74.64
3,ECE505,ECE,5,3,THEORY,33.15,36.33,69.96,17.17,69.42,8.0,8.3,0,68.34
3,ECE601,ECE,6,3,THEORY,36.6,41.01,64.74,17.19,87.84,7.71,8.16,0,70.74
3,ECE602,ECE,6,3,THEORY,42.46,34.54,64.74,17.19,87.84,7.71,8.16,0,85.78
3,ECE604,ECE,6,3,THEORY,42.56,40.45,64.74,17.19,87.84,7.71,8.16,0,84.92
3,ECE605,ECE,6,0,NON_CREDIT,32.8,,64.74,17.19,87.84,7.71,8.16,0,55.1
3,ECE702,ECE,7,3,THEORY,25.13,29.22,81.15,16.33,80.01,8.73,8.25,0,70.2
3,ECE703,ECE,7,3,THEORY,38.64,35.26,81.15,16.33,80.01,8.73,8.25,0,72.01
3,ECE803,ECE,8,3,THEORY,33.36,37.1,75.55,12.28,90.21,7.75,8.18,0,85.23
3,ECE805,ECE,8,3,THEORY,35.93,36.64,75.55,12.28,90.21,7.75,8.18,1,80.34
4,ME103,ME,1,3,THEORY,44.16,44.51,91.89,24.06,95.79,,,0,92.26
4,ME104,ME,1,3,THEORY,38.98,32.36,91.89,24.06,95.79,,,0,76.25
4,ME105,ME,1,3,THEORY,30.61,36.34,91.89,24.06,95.79,,,0,73.78
4,ME201,ME,2,3,THEORY,34.87,25.09,100.0,14.72,100.0,8.67,8.67,0,55.87
4,ME205,ME,2,3,THEORY,31.74,30.42,100.0,14.72,100.0,8.67,8.67,0,45.29
4,ME301,ME,3,3,THEORY,42.84,40.84,100.0,21.43,94.9,7.71,8.21,0,78.7
4,ME304,ME,3,3,THEORY,40.24,38.58,100.0,21.43,94.9,7.71,8.21,0,76.91
4,ME401,ME,4,3,THEORY,36.66,40.19,100.0,24.79,98.26,8.75,8.37,0,57.3
4,ME403,ME,4,3,THEORY,42.3,40.11,100.0,24.79,98.26,8.75,8.37,1,86.42
4,ME404,ME,4,3,THEORY,33.09,39.34,100.0,24.79,98.26,8.75,8.37,1,64.59
4,ME405,ME,4,3,THEORY,41.12,41.7,100.0,24.79,98.26,8.75,8.37,1,91.54
4,ME501,ME,5,3,THEORY,41.84,50.0,100.0,32.28,100.0,6.4,7.84,1,91.1
4,ME503,ME,5,3,THEORY,39.5,41.2,100.0,32.28,100.0,6.4,7.84,1,78.26
4,ME504,ME,5,3,THEORY,42.27,36.86,100.0,32.28,100.0,6.4,7.84,1,70.94
4,ME505,ME,5,0,NON_CREDIT,39.44,,100.0,32.28,100.0,6.4,7.84,1,78.74
4,ME601,ME,6,3,THEORY,36.39,34.32,100.0,24.83,100.0,8.36,7.93,1,75.47
4,ME602,ME,6,3,THEORY,38.33,41.72,100.0,24.83,100.0,8.36,7.93,1,66.59
4,ME604,ME,6,3,THEORY,39.6,44.04,100.0,24.83,100.0,8.36,7.93,1,68.26
4,ME605,ME,6,3,THEORY,36.84,34.79,100.0,24.83,100.0,8.36,7.93,1,70.27
4,ME701,ME,7,3,THEORY,37.64,42.68,100.0,13.16,100.0,8.14,7.96,1,75.14
4,ME702,ME,7,3,THEORY,38.39,34.78,100.0,13.16,100.0,8.14,7.96,1,68.17
4,ME703,ME,7,0,NON_CREDIT,43.42,,100.0,13.16,100.0,8.14,7.96,1,72.68
4,ME803,ME,8,3,THEORY,26.49,27.41,100.0,22.36,98.72,8.2,7.99,1,66.67
4,ME805,ME,8,3,THEORY,37.5,30.45,100.0,22.36,98.72,8.2,7.99,1,73.77
5,EEE101,EEE,1,3,THEORY,50.0,50.0,100.0,18.65,83.48,,,0,100.0
5,EEE104,EEE,1,3,THEORY,50.0,50.0,100.0,18.65,83.48,,,0,95.25
5,EEE105,EEE,1,3,THEORY,47.55,42.86,100.0,18.65,83.48,,,0,90.87
5,EEE202,EEE,2,3,THEORY,50.0,50.0,100.0,20.16,89.84,10.0,10.0,0,98.49
5,EEE203,EEE,2,3,THEORY,46.64,47.66,100.0,20.16,89.84,10.0,10.0,0,100.0
5,EEE204,EEE,2,3,THEORY,49.24,48.99,100.0,20.16,89.84,10.0,10.0,0,97.91
5,EEE205,EEE,2,3,THEORY,50.0,43.63,100.0,20.16,89.84,10.0,10.0,0,77.55
5,EEE302,EEE,3,3,THEORY,49.28,48.92,100.0,20.81,100.0,9.79,9.89,0,100.0
5,EEE303,EEE,3,3,THEORY,47.02,42.39,100.0,20.81,100.0,9.79,9.89,0,100.0
5,EEE304,EEE,3,3,THEORY,50.0,47.14,100.0,20.81,100.0,9.79,9.89,0,97.74
5,EEE401,EEE,4,3,THEORY,50.0,48.77,100.0,22.27,89.26,10.0,9.93,0,100.0
5,EEE403,EEE,4,3,THEORY,50.0,50.0,100.0,22.27,89.26,10.0,9.93,0,100.0
5,EEE404,EEE,4,0,NON_CREDIT,48.83,,100.0,22.27,89.26,10.0,9.93,0,97.22
5,EEE405,EEE,4,3,THEORY,50.0,50.0,100.0,22.27,89.26,10.0,9.93,0,88.99
5,EEE501,EEE,5,3,THEORY,50.0,50.0,98.45,17.05,84.27,10.0,9.94,0,100.0
5,EEE502,EEE,5,3,THEORY,46.73,39.53,98.45,17.05,84.27,10.0,9.94,0,90.24
5,EEE503,EEE,5,0,NON_CREDIT,50.0,,98.45,17.05,84.27,10.0,9.94,0,96.8
5,EEE505,EEE,5,3,THEORY,48.96,50.0,98.45,17.05,84.27,10.0,9.94,0,99.49
5,EEE603,EEE,6,3,THEORY,46.67,43.41,100.0,18.74,100.0,9.77,9.91,0,98.79
5,EEE604,EEE,6,3,THEORY,48.47,50.0,100.0,18.74,100.0,9.77,9.91,0,100.0
5,EEE605,EEE,6,3,THEORY,50.0,43.46,100.0,18.74,100.0,9.77,9.91,0,98.29
5,EEE701,EEE,7,3,THEORY,45.02,50.0,97.32,22.84,100.0,10.0,9.92,0,100.0
5,EEE703,EEE,7,0,NON_CREDIT,50.0,,97.32,22.84,100.0,10.0,9.92,0,100.0
5,EEE705,EEE,7,3,THEORY,48.87,50.0,97.32,22.84,100.0,10.0,9.92,0,99.37
5,EEE801,EEE,8,3,THEORY,50.0,50.0,100.0,24.12,100.0,10.0,9.93,0,95.91
6,CSE101,CSE,1,3,THEORY,34.08,35.87,84.3,30.65,100.0,,,0,76.76
6,CSE102,CSE,1,0,NON_CREDIT,42.77,,84.3,30.65,100.0,,,0,100.0
6,CSE104,CSE,1,3,THEORY,37.48,35.56,84.3,30.65,100.0,,,0,72.11
6,CSE105,CSE,1,3,THEORY,47.99,41.06,84.3,30.65,100.0,,,0,88.93
6,CSE201,CSE,2,3,THEORY,49.14,50.0,62.85,37.34,100.0,8.64,8.64,0,93.08
6,CSE202,CSE,2,3,THEORY,36.23,38.08,62.85,37.34,100.0,8.64,8.64,0,94.83
6,CSE301,CSE,3,3,THEORY,37.76,39.47,73.96,40.0,100.0,9.64,9.2,0,73.76
6,CSE302,CSE,3,0,NON_CREDIT,45.72,,73.96,40.0,100.0,9.64,9.2,0,92.97
6,CSE304,CSE,3,3,THEORY,50.0,45.5,73.96,40.0,100.0,9.64,9.2,0,86.02
6,CSE305,CSE,3,3,THEORY,45.53,47.42,73.96,40.0,100.0,9.64,9.2,0,97.72
6,CSE401,CSE,4,3,THEORY,44.72,46.25,70.37,38.51,100.0,9.45,9.28,0,79.2
6,CSE402,CSE,4,3,THEORY,44.52,50.0,70.37,38.51,100.0,9.45,9.28,0,100.0
6,CSE403,CSE,4,3,THEORY,38.19,44.99,70.37,38.51,100.0,9.45,9.28,0,91.44
6,CSE404,CSE,4,3,THEORY,43.1,42.54,70.37,38.51,100.0,9.45,9.28,0,79.29
6,CSE405,CSE,4,3,THEORY,50.0,50.0,70.37,38.51,100.0,9.45,9.28,0,93.08
6,CSE502,CSE,5,3,THEORY,35.77,45.99,67.88,34.26,100.0,9.4,9.31,0,83.76
6,CSE503,CSE,5,3,THEORY,35.68,39.38,67.88,34.26,100.0,9.4,9.31,0,81.07
6,CSE504,CSE,5,3,THEORY,41.57,46.54,67.88,34.26,100.0,9.4,9.31,0,99.71
6,CSE505,CSE,5,3,THEORY,50.0,47.67,67.88,34.26,100.0,9.4,9.31,0,100.0
6,CSE602,CSE,6,3,THEORY,47.26,41.94,73.06,29.16,100.0,9.36,9.32,0,84.04
6,CSE603,CSE,6,3,THEORY,46.22,45.69,73.06,29.16,100.0,9.36,9.32,0,88.71
6,CSE604,CSE,6,3,THEORY,47.22,46.73,73.06,29.16,100.0,9.36,9.32,0,89.76
6,CSE605,CSE,6,3,THEORY,33.54,31.96,73.06,29.16,100.0,9.36,9.32,0,72.11
6,CSE702,CSE,7,3,THEORY,47.23,45.19,82.2,24.99,100.0,9.14,9.29,0,99.19
6,CSE703,CSE,7,3,THEORY,42.14,50.0,82.2,24.99,100.0,9.14,9.29,0,83.81
6,CSE704,CSE,7,0,NON_CREDIT,35.45,,82.2,24.99,100.0,9.14,9.29,0,79.96
6,CSE705,CSE,7,0,NON_CREDIT,45.97,,82.2,24.99,100.0,9.14,9.29,0,88.58
6,CSE802,CSE,8,3,THEORY,36.49,40.78,66.27,39.13,100.0,9.38,9.3,0,77.02
6,CSE803,CSE,8,3,THEORY,46.39,47.09,66.27,39.13,100.0,9.38,9.3,0,87.14
6,CSE805,CSE,8,3,THEORY,,37.75,66.27,39.13,100.0,9.38,9.3,0,89.3
7,CSE101,CSE,1,3,THEORY,35.11,37.74,81.77,21.23,84.95,,,0,66.13
7,CSE102,CSE,1,0,NON_CREDIT,49.12,,81.77,21.23,84.95,,,0,80.6
7,CSE104,CSE,1,3,THEORY,42.57,43.17,81.77,21.23,84.95,,,0,96.63
7,CSE105,CSE,1,3,THEORY,40.2,43.95,81.77,21.23,84.95,,,0,72.84
7,CSE201,CSE,2,3,THEORY,35.91,43.62,82.07,21.25,100.0,8.27,8.27,0,77.49
7,CSE202,CSE,2,3,THEORY,44.78,44.65,82.07,21.25,100.0,8.27,8.27,0,86.47
7,CSE301,CSE,3,3,THEORY,39.93,38.69,77.77,29.04,79.62,9.07,8.72,0,81.76
7,CSE302,CSE,3,0,NON_CREDIT,29.34,,77.77,29.04,79.62,9.07,8.72,0,66.12
7,CSE304,CSE,3,3,THEORY,38.66,39.82,77.77,29.04,79.62,9.07,8.72,0,87.02
7,CSE305,CSE,3,3,THEORY,41.6,50.0,77.77,29.04,79.62,9.07,8.72,0,100.0
7,CSE401,CSE,4,3,THEORY,45.73,44.07,74.85,21.24,100.0,9.27,8.89,0,87.95
7,CSE402,CSE,4,3,THEORY,40.19,38.3,74.85,21.24,100.0,9.27,8.89,0,71.78
7,CSE403,CSE,4,3,THEORY,42.83,,74.85,21.24,100.0,9.27,8.89,0,87.98
7,CSE404,CSE,4,3,THEORY,45.55,49.97,74.85,21.24,100.0,9.27,8.89,0,93.94
7,CSE405,CSE,4,3,THEORY,39.35,33.31,74.85,21.24,100.0,9.27,8.89,0,73.75
7,CSE502,CSE,5,3,THEORY,38.97,38.77,79.11,23.59,79.52,8.4,8.75,0,72.27
7,CSE503,CSE,5,3,THEORY,40.48,49.58,79.11,23.59,79.52,8.4,8.75,0,80.22
7,CSE504,CSE,5,3,THEORY,33.52,,79.11,23.59,79.52,8.4,8.75,0,87.38
7,CSE602,CSE,6,3,THEORY,38.84,36.42,61.97,25.0,93.91,7.5,8.48,0,67.57
7,CSE603,CSE,6,3,THEORY,35.92,44.64,61.97,25.0,93.91,7.5,8.48,0,78.85
7,CSE604,CSE,6,3,THEORY,37.07,36.81,61.97,25.0,93.91,7.5,8.48,0,74.38
7,CSE605,CSE,6,3,THEORY,42.09,44.81,61.97,25.0,93.91,7.5,8.48,0,72.13
7,CSE702,CSE,7,3,THEORY,36.1,28.69,71.69,24.49,96.29,8.29,8.44,0,67.28
7,CSE703,CSE,7,3,THEORY,37.06,38.94,71.69,24.49,96.29,8.29,8.44,0,76.61
7,CSE704,CSE,7,0,NON_CREDIT,24.72,,71.69,24.49,96.29,8.29,8.44,0,65.06
7,CSE705,CSE,7,0,NON_CREDIT,35.13,,71.69,24.49,96.29,8.29,8.44,0,64.17
7,CSE802,CSE,8,3,THEORY,40.14,43.44,62.21,17.49,72.94,7.88,8.39,0,80.61
7,CSE803,CSE,8,3,THEORY,36.71,39.99,62.21,17.49,72.94,7.88,8.39,0,79.02
7,CSE805,CSE,8,3,THEORY,34.53,36.81,62.21,17.49,72.94,7.88,8.39,0,73.63
8,ME301,ME,3,3,THEORY,41.52,32.75,74.13,18.69,80.61,,,0,77.9
8,ME304,ME,3,3,THEORY,37.24,40.82,74.13,18.69,80.61,,,0,80.28
8,ME401,ME,4,3,THEORY,32.59,29.79,55.48,10.78,77.28,8.33,8.33,0,55.84
8,ME402,ME,4,3,THEORY,36.97,39.92,55.48,10.78,77.28,8.33,8.33,0,67.16
8,ME403,ME,4,3,THEORY,34.78,39.97,55.48,10.78,77.28,8.33,8.33,0,61.42
8,ME404,ME,4,3,THEORY,33.31,40.99,55.48,10.78,77.28,8.33,8.33,0,83.29
8,ME405,ME,4,3,THEORY,38.75,28.67,55.48,10.78,77.28,8.33,8.33,0,75.96
8,ME501,ME,5,3,THEORY,43.61,43.13,66.52,5.85,75.05,7.4,7.81,0,73.58
8,ME503,ME,5,3,THEORY,38.08,34.54,66.52,5.85,75.05,7.4,7.81,0,60.07
8,ME504,ME,5,3,THEORY,32.19,35.14,66.52,5.85,75.05,7.4,7.81,0,70.43
8,ME505,ME,5,0,NON_CREDIT,35.5,,66.52,5.85,75.05,7.4,7.81,0,70.02
8,ME601,ME,6,3,THEORY,38.15,39.01,66.93,12.05,74.23,8.09,7.89,0,83.97
8,ME602,ME,6,3,THEORY,35.74,33.41,66.93,12.05,74.23,8.09,7.89,0,80.3
8,ME604,ME,6,3,THEORY,30.72,30.17,66.93,12.05,74.23,8.09,7.89,0,62.21
8,ME605,ME,6,3,THEORY,,37.7,66.93,12.05,74.23,8.09,7.89,0,73.42
8,ME701,ME,7,3,THEORY,33.69,28.46,64.17,16.18,92.72,7.57,7.81,0,61.72
8,ME702,ME,7,3,THEORY,,26.84,64.17,16.18,92.72,7.57,7.81,0,57.91
8,ME703,ME,7,0,NON_CREDIT,33.84,,64.17,16.18,92.72,7.57,7.81,0,63.83
8,ME803,ME,8,3,THEORY,37.28,33.4,49.21,11.07,77.37,7.2,7.71,0,84.5
8,ME805,ME,8,3,THEORY,39.07,30.13,49.21,11.07,77.37,7.2,7.71,0,72.77
9,CSE101,CSE,1,3,THEORY,29.65,27.14,63.35,12.8,83.37,,,0,55.98
9,CSE102,CSE,1,0,NON_CREDIT,38.55,,63.35,12.8,83.37,,,0,63.51
9,CSE104,CSE,1,3,THEORY,27.47,28.83,63.35,12.8,83.37,,,0,58.05
9,CSE105,CSE,1,3,THEORY,29.27,22.74,63.35,12.8,83.37,,,0,64.72
9,CSE201,CSE,2,3,THEORY,27.7,26.87,79.11,12.7,63.35,6.18,6.18,0,68.36
9,CSE202,CSE,2,3,THEORY,25.89,22.74,79.11,12.7,63.35,6.18,6.18,0,65.43
9,CSE301,CSE,3,3,THEORY,33.27,31.06,76.16,7.34,71.72,6.93,6.6,0,73.1
9,CSE302,CSE,3,0,NON_CREDIT,21.9,,76.16,7.34,71.72,6.93,6.6,0,46.9
9,CSE304,CSE,3,3,THEORY,25.22,22.17,76.16,7.34,71.72,6.93,6.6,0,51.8
9,CSE305,CSE,3,3,THEORY,35.55,37.82,76.16,7.34,71.72,6.93,6.6,0,73.54
9,CSE401,CSE,4,3,THEORY,28.77,27.73,68.52,4.99,61.58,6.91,6.69,0,42.64
9,CSE402,CSE,4,3,THEORY,36.3,32.29,68.52,4.99,61.58,6.91,6.69,0,71.01
9,CSE403,CSE,4,3,THEORY,42.11,40.54,68.52,4.99,61.58,6.91,6.69,0,82.64
9,CSE404,CSE,4,3,THEORY,26.55,25.73,68.52,4.99,61.58,6.91,6.69,0,43.43
9,CSE405,CSE,4,3,THEORY,20.58,24.75,68.52,4.99,61.58,6.91,6.69,0,62.12
9,CSE502,CSE,5,3,THEORY,26.76,23.18,74.31,7.07,67.52,6.4,6.61,0,39.23
9,CSE503,CSE,5,3,THEORY,26.81,30.85,74.31,7.07,67.52,6.4,6.61,0,63.85
9,CSE504,CSE,5,3,THEORY,37.95,21.78,74.31,7.07,67.52,6.4,6.61,0,67.35
9,CSE505,CSE,5,3,THEORY,27.03,32.64,74.31,7.07,67.52,6.4,6.61,0,52.98
9,CSE602,CSE,6,3,THEORY,36.04,32.92,69.01,11.51,57.71,6.21,6.52,0,64.72
9,CSE603,CSE,6,3,THEORY,24.32,25.96,69.01,11.51,57.71,6.21,6.52,0,62.34
9,CSE604,CSE,6,3,THEORY,31.19,35.68,69.01,11.51,57.71,6.21,6.52,0,64.41
9,CSE605,CSE,6,3,THEORY,34.05,31.26,69.01,11.51,57.71,6.21,6.52,0,56.16
9,CSE702,CSE,7,3,THEORY,25.0,20.44,54.29,11.02,56.28,6.93,6.59,0,49.66
9,CSE703,CSE,7,3,THEORY,32.49,31.81,54.29,11.02,56.28,6.93,6.59,0,61.7
9,CSE704,CSE,7,0,NON_CREDIT,32.33,,54.29,11.02,56.28,6.93,6.59,0,61.1
9,CSE705,CSE,7,0,NON_CREDIT,36.24,,54.29,11.02,56.28,6.93,6.59,0,73.33
9,CSE802,CSE,8,3,THEORY,32.94,31.53,65.92,5.82,67.16,5.75,6.52,0,66.22
9,CSE803,CSE,8,3,THEORY,30.0,30.76,65.92,5.82,67.16,5.75,6.52,0,64.35
9,CSE805,CSE,8,3,THEORY,22.69,26.5,65.92,5.82,67.16,5.75,6.52,0,42.04
10,ME103,ME,1,3,THEORY,50.0,40.69,92.35,22.58,100.0,,,0,100.0
10,ME104,ME,1,3,THEORY,40.57,45.89,92.35,22.58,100.0,,,0,85.3
10,ME105,ME,1,3,THEORY,47.72,48.3,92.35,22.58,100.0,,,0,99.76
10,ME201,ME,2,3,THEORY,43.6,50.0,83.79,21.59,95.67,9.8,9.8,0,100.0
10,ME205,ME,2,3,THEORY,48.44,47.25,83.79,21.59,95.67,9.8,9.8,0,99.6
10,ME301,ME,3,3,THEORY,50.0,47.7,79.48,22.72,99.83,10.0,9.9,0,97.98
10,ME304,ME,3,3,THEORY,50.0,50.0,79.48,22.72,99.83,10.0,9.9,0,80.04
10,ME401,ME,4,3,THEORY,49.36,50.0,87.69,21.7,100.0,10.0,9.93,0,100.0
10,ME402,ME,4,3,THEORY,48.04,46.73,87.69,21.7,100.0,10.0,9.93,0,82.33
10,ME403,ME,4,3,THEORY,50.0,46.15,87.69,21.7,100.0,10.0,9.93,0,100.0
10,ME404,ME,4,3,THEORY,49.19,47.02,87.69,21.7,100.0,10.0,9.93,0,100.0
10,ME405,ME,4,3,THEORY,50.0,50.0,87.69,21.7,100.0,10.0,9.93,0,100.0
10,ME501,ME,5,3,THEORY,46.07,49.9,85.72,24.57,100.0,9.8,9.89,0,99.21
10,ME503,ME,5,3,THEORY,50.0,42.71,85.72,24.57,100.0,9.8,9.89,0,86.27
